Net sales,Gratuity,Tax amount,Fundraising Contributions,Fundraising Contribution Refunds,Cash rounding,Tips,Deferred (gift cards),Deferred (house accounts),Deferred (other),deferredTaxAmount,Paid in total,Total
28260.55,75.0,2565.03,,,,1657.07,155.0,,,0.0,0.0,32712.65
