Net sales,Gratuity,Tax amount,Fundraising Contributions,Fundraising Contribution Refunds,Cash rounding,Tips,Deferred (gift cards),Deferred (house accounts),Deferred (other),deferredTaxAmount,Paid in total,Total
8989.71,0,817.10,,,,440.52,15.0,,,0.0,0.0,10262.33
